cat-1		Salary	briefcase	income	1	0
cat-2		Freelance	laptop	income	1	0
cat-3		Food	fork-knife	expense	1	0
cat-4		Transport	car	expense	1	0
cat-5		Bills	receipt	expense	1	0
cat-6		Savings	piggy-bank	savings	1	0
cat-7		Investments	chart-line	investment	1	0
